Date,Fuel_Type,Liters_Sold,Price_per_Liter,Payment_Mode,Location,Pump_ID,Customer_Age,Vehicle_Type,Stock_Level,Pump_Efficiency,Maintenance_Issue,Maintenance_Cost,Total_Sales
4/3/2024,CNG,235,106.75,UPI,Nagpur,BP004,64,Bike,874,81.61,Low Pressure,2154.85,25086.25
8/25/2024,Petrol,179,100.41,UPI,Aurangabad,BP002,24,Auto,2253,80.5,Sensor Error,1659.88,17973.39
7/22/2024,CNG,483,117.99,Cash,Pune,BP003,31,Truck,4397,99.95,Motor Fault,4420.85,56989.17
8/5/2024,CNG,322,117.68,UPI,Aurangabad,BP002,23,Auto,3036,84.47,Low Pressure,3938.54,37892.96
12/6/2024,Petrol,351,105.07,Card,Mumbai,BP004,38,Bike,2491,94.16,Sensor Error,3129.45,36879.57
2/8/2024,CNG,574,99.84,UPI,Nashik,BP003,32,Auto,3428,94.15,Low Pressure,1690.21,57308.16
4/9/2024,Petrol,316,112.11,UPI,Pune,BP004,25,Bike,3946,97.79,None,3503.36,35426.76
10/15/2024,Petrol,100,91.1,UPI,Nagpur,BP002,51,Car,1091,72.55,None,4218.19,9110
9/10/2024,Diesel,358,104.24,UPI,Mumbai,BP004,57,Bike,3069,78.14,Leak,2974.15,37317.92
8/9/2024,Diesel,91,100.09,UPI,Mumbai,BP003,18,Car,3372,93.03,Sensor Error,3922.31,9108.19
12/22/2024,CNG,192,117.62,Cash,Aurangabad,BP002,49,Bike,1676,86.88,Leak,3745.52,22583.04
1/23/2024,CNG,350,90.36,Card,Mumbai,BP002,22,Truck,1835,86.79,Sensor Error,2858.69,31626
9/6/2024,Petrol,583,106.58,Cash,Pune,BP001,47,Truck,612,74.99,Low Pressure,1560.92,62136.14
1/10/2024,CNG,428,112.22,Card,Aurangabad,BP001,39,Auto,4272,78.43,Sensor Error,3728.91,48030.16
9/2/2024,Petrol,587,104.55,Card,Mumbai,BP004,37,Bike,2345,85.64,None,1033.98,61370.85
11/20/2024,Petrol,216,92.56,Card,Nagpur,BP001,33,Bike,2487,78.32,Low Pressure,3897.44,19992.96
4/9/2024,CNG,401,119.17,Card,Pune,BP001,24,Bike,2485,76.31,None,4022.73,47787.17
10/16/2024,Petrol,353,105.54,Card,Nagpur,BP001,24,Auto,3792,72.63,Low Pressure,4110.72,37255.62
6/28/2024,Diesel,136,108.43,UPI,Nagpur,BP001,19,Truck,3742,74.67,Sensor Error,2364.58,14746.48
8/10/2024,CNG,252,97.1,Cash,Aurangabad,BP003,64,Bike,752,93.07,Sensor Error,962.4,24469.2
9/6/2024,Diesel,176,104.5,Cash,Nashik,BP003,31,Auto,623,91.56,None,498.62,18392
5/26/2024,CNG,45,102.87,UPI,Aurangabad,BP001,48,Bike,1736,71.38,Motor Fault,3716.81,4629.15
4/5/2024,Petrol,148,92.25,Card,Pune,BP004,58,Car,1123,76.1,Sensor Error,4431.31,13653
9/13/2024,CNG,586,93.18,Cash,Pune,BP003,31,Bike,3656,86.81,Motor Fault,3254.19,54603.48
11/20/2024,Diesel,78,115.12,UPI,Aurangabad,BP001,22,Car,3636,79.68,Low Pressure,720.8,8979.36
1/4/2024,Petrol,464,97.19,UPI,Nashik,BP003,28,Auto,3889,94.7,Motor Fault,4674.48,45096.16
1/16/2024,CNG,300,95.85,Cash,Aurangabad,BP002,57,Auto,3917,93.55,None,4945.51,28755
10/6/2024,CNG,465,105.15,Cash,Pune,BP003,22,Truck,2155,96.75,Leak,2166.89,48894.75
12/1/2024,CNG,126,113.06,Card,Nashik,BP003,46,Bike,1766,86.89,Leak,2974.13,14245.56
9/3/2024,Diesel,504,91.86,Card,Pune,BP004,28,Auto,3445,80.56,None,3886.14,46297.44
9/14/2024,Diesel,115,107.3,Cash,Nashik,BP003,22,Truck,1660,88.18,Leak,3681.95,12339.5
6/8/2024,CNG,510,93.58,Card,Nashik,BP004,49,Bike,2794,72.67,None,4838.94,47725.8
12/5/2024,Petrol,453,91.09,UPI,Aurangabad,BP002,53,Auto,940,70.29,Sensor Error,574.42,41263.77
5/31/2024,Petrol,496,91.58,Card,Aurangabad,BP001,32,Car,2592,70.51,Motor Fault,2903.62,45423.68
6/26/2024,Diesel,324,115.02,Card,Aurangabad,BP004,36,Auto,3205,82.23,Leak,3459.66,37266.48
6/11/2024,Petrol,278,93.54,UPI,Nashik,BP003,39,Car,4259,76.84,Sensor Error,4450.49,26004.12
2/2/2024,Diesel,597,91.35,Card,Nashik,BP003,51,Truck,1053,74.72,Leak,4370.55,54535.95
6/27/2024,CNG,411,103.14,UPI,Pune,BP004,34,Truck,1612,88.46,Low Pressure,4890,42390.54
4/10/2024,Diesel,534,115.32,Card,Nagpur,BP002,29,Bike,3277,99.85,None,2560.39,61580.88
9/24/2024,Diesel,84,97.87,Cash,Aurangabad,BP001,42,Bike,2333,75.33,None,4153.8,8221.08
11/18/2024,CNG,440,102.65,Card,Pune,BP003,34,Bike,1814,86.39,Sensor Error,2136.41,45166
3/5/2024,Petrol,286,91.2,Cash,Pune,BP002,27,Truck,3993,73.59,Low Pressure,2111.57,26083.2
6/16/2024,Diesel,489,103.47,Cash,Mumbai,BP001,45,Car,3638,98.03,Motor Fault,1266.74,50596.83
11/25/2024,Diesel,524,107.33,Cash,Aurangabad,BP001,35,Bike,3612,78.75,Low Pressure,4091.19,56240.92
2/12/2024,CNG,57,107.13,Cash,Pune,BP003,35,Bike,598,96.35,Low Pressure,4929.08,6106.41
2/13/2024,Petrol,328,99.97,Cash,Mumbai,BP004,62,Truck,4425,78.49,Motor Fault,1281.71,32790.16
10/11/2024,Diesel,453,99.47,UPI,Aurangabad,BP003,49,Car,1979,94.18,Motor Fault,280.66,45059.91
1/12/2024,CNG,274,93.2,UPI,Nashik,BP003,31,Auto,4896,76.28,Low Pressure,4077.71,25536.8
4/4/2024,Diesel,455,101,UPI,Mumbai,BP003,33,Bike,1722,78.78,Leak,3101.15,45955
10/28/2024,CNG,538,92.98,Cash,Nashik,BP002,35,Auto,1504,75.77,Leak,4798.49,50023.24
9/9/2024,Petrol,154,113,Card,Nagpur,BP004,33,Auto,976,77.93,Low Pressure,1261.2,17402
8/29/2024,Petrol,273,118.99,UPI,Nagpur,BP002,34,Bike,1635,95.05,Leak,355.14,32484.27
2/4/2024,Petrol,579,119.1,Card,Nagpur,BP003,24,Truck,3356,89.17,Motor Fault,2462.21,68958.9
8/2/2024,Petrol,50,115.95,Card,Nagpur,BP004,29,Bike,2205,82.18,Motor Fault,427.33,5797.5
12/2/2024,Diesel,245,108.02,Cash,Pune,BP001,51,Car,1017,99.15,Leak,1308.95,26464.9
3/30/2024,Diesel,286,111.03,Cash,Nagpur,BP004,27,Car,1720,83.95,Motor Fault,629.89,31754.58
9/20/2024,Petrol,598,98.56,Cash,Pune,BP003,22,Bike,3006,99.09,None,1120.66,58938.88
4/2/2024,Petrol,166,108.92,UPI,Pune,BP004,38,Auto,4825,75.9,Motor Fault,530.72,18080.72
3/30/2024,Petrol,186,103.67,Cash,Aurangabad,BP001,20,Car,1691,97.14,Low Pressure,4769.53,19282.62
4/24/2024,Diesel,157,104.46,UPI,Pune,BP001,36,Car,4380,70.41,Sensor Error,1392.81,16400.22
4/14/2024,Petrol,421,112.73,UPI,Pune,BP004,62,Bike,3743,86.36,Leak,2219.49,47459.33
7/14/2024,Petrol,451,98.46,UPI,Nagpur,BP001,61,Bike,2477,82.69,Leak,4493.06,44405.46
11/9/2024,Petrol,402,99.54,UPI,Pune,BP002,52,Truck,2742,85.75,Motor Fault,3386.61,40015.08
4/23/2024,CNG,548,117.74,Cash,Nashik,BP004,23,Bike,3590,86.6,Motor Fault,3090.19,64521.52
3/15/2024,Petrol,176,91.69,UPI,Nagpur,BP001,31,Bike,2387,81.67,Sensor Error,3527.82,16137.44
8/4/2024,CNG,214,104.57,Cash,Mumbai,BP001,21,Car,1473,99.95,Sensor Error,4144.11,22377.98
10/3/2024,CNG,328,117.38,Cash,Nagpur,BP004,62,Car,565,99.3,Low Pressure,4388.35,38500.64
9/5/2024,Petrol,520,108.31,UPI,Pune,BP002,35,Car,3406,98.85,None,3213.2,56321.2
6/12/2024,CNG,58,106.39,Cash,Nashik,BP004,46,Auto,1070,99.37,Low Pressure,4450.04,6170.62
12/22/2024,Petrol,234,97.49,Card,Nagpur,BP001,52,Car,4392,93.79,Leak,2676.99,22812.66
7/10/2024,Diesel,369,100.3,Cash,Nashik,BP004,55,Car,807,99.66,Motor Fault,1386.45,37010.7
8/14/2024,Diesel,214,115.56,Cash,Mumbai,BP001,33,Bike,3908,96.77,Low Pressure,4400.38,24729.84
6/25/2024,Diesel,488,106.78,UPI,Mumbai,BP003,37,Truck,4242,82.48,Motor Fault,2707.36,52108.64
4/8/2024,Diesel,393,105.44,UPI,Aurangabad,BP004,41,Car,1282,93.54,Motor Fault,4530.69,41437.92
2/5/2024,CNG,538,92.99,Cash,Aurangabad,BP004,52,Truck,4716,97.36,Low Pressure,200.84,50028.62
4/5/2024,Petrol,180,90.48,UPI,Nagpur,BP001,61,Car,1265,91.38,Low Pressure,1987.58,16286.4
5/31/2024,Petrol,132,118.91,Card,Aurangabad,BP001,36,Car,3975,82.68,Sensor Error,4739.03,15696.12
5/30/2024,Petrol,278,101.31,Card,Nashik,BP001,21,Truck,1272,71.97,None,1248.25,28164.18
7/8/2024,Diesel,244,108.1,UPI,Aurangabad,BP001,50,Bike,4357,94.29,Sensor Error,4707.68,26376.4
8/11/2024,Diesel,599,92.39,Cash,Nashik,BP004,19,Car,3685,98.58,None,4769.51,55341.61
2/6/2024,Petrol,472,110.49,Card,Aurangabad,BP001,30,Truck,1039,80.87,Low Pressure,4410.71,52151.28
9/24/2024,Diesel,284,117.98,Card,Aurangabad,BP004,62,Car,2549,74.56,None,2818.34,33506.32
7/1/2024,Petrol,356,107.27,Cash,Aurangabad,BP002,47,Auto,3783,79.8,Leak,3234.7,38188.12
1/13/2024,Petrol,334,93.78,UPI,Pune,BP004,51,Auto,2163,87.48,Sensor Error,4348.08,31322.52
10/5/2024,Petrol,321,107.45,Card,Pune,BP001,47,Auto,1547,79.51,Sensor Error,3879.49,34491.45
8/4/2024,Petrol,56,112.99,Cash,Aurangabad,BP001,41,Auto,4336,88.32,Sensor Error,3150.47,6327.44
12/20/2024,Petrol,110,102.19,Cash,Nashik,BP002,61,Bike,3939,99.01,Motor Fault,4911.3,11240.9
12/26/2024,Petrol,308,116.4,Card,Nagpur,BP004,50,Auto,1005,90.12,Motor Fault,3428.38,35851.2
10/12/2024,Petrol,364,109.46,UPI,Mumbai,BP002,58,Truck,3747,80.88,Low Pressure,4877.41,39843.44
9/29/2024,Diesel,344,116.98,Card,Pune,BP004,27,Car,4000,98.07,Low Pressure,286.94,40241.12
3/2/2024,Petrol,490,108.71,Cash,Aurangabad,BP001,35,Truck,2410,86.97,Motor Fault,694.8,53267.9
3/24/2024,Petrol,46,93.94,Card,Mumbai,BP004,36,Auto,1232,73.85,Sensor Error,2257.29,4321.24
8/4/2024,Diesel,353,99.29,UPI,Pune,BP001,24,Bike,4013,84.97,Motor Fault,1924.4,35049.37
12/7/2024,Diesel,142,96.05,Cash,Nagpur,BP001,36,Auto,2071,89.61,None,3913.67,13639.1
7/5/2024,Diesel,232,117.26,UPI,Nashik,BP003,41,Auto,3442,95.15,Sensor Error,803.07,27204.32
1/19/2024,Petrol,568,112.81,Card,Aurangabad,BP003,32,Bike,4956,98.09,Motor Fault,4880.48,64076.08
6/25/2024,CNG,210,110.29,Card,Nagpur,BP004,58,Bike,2821,79.52,Low Pressure,1575.33,23160.9
4/9/2024,CNG,576,99.03,UPI,Pune,BP001,59,Bike,3835,74.67,Motor Fault,2144.62,57041.28
8/20/2024,Diesel,290,95.52,Card,Aurangabad,BP002,40,Bike,4874,72.21,Leak,1373.73,27700.8
3/16/2024,CNG,426,112.69,UPI,Mumbai,BP001,21,Bike,3253,92.15,Motor Fault,2896.82,48005.94
9/21/2024,Diesel,246,104.22,Card,Nashik,BP002,55,Bike,1872,93.85,Sensor Error,293.14,25638.12
10/10/2024,Petrol,580,96.77,UPI,Pune,BP004,21,Car,1944,82.28,Motor Fault,748.39,56126.6
7/24/2024,CNG,455,108.5,UPI,Nashik,BP004,22,Auto,3876,81.88,Low Pressure,3728.99,49367.5
8/10/2024,Petrol,419,91.21,Cash,Aurangabad,BP002,58,Auto,789,98.63,None,932.5,38216.99
2/21/2024,CNG,183,99.79,Cash,Nagpur,BP002,61,Bike,2565,97.5,Leak,1177.57,18261.57
12/4/2024,Petrol,64,104.06,UPI,Nashik,BP001,40,Truck,563,77,Sensor Error,3964.91,6659.84
5/23/2024,CNG,112,94.44,Card,Mumbai,BP004,57,Bike,4445,93.42,Low Pressure,466.51,10577.28
3/9/2024,Petrol,132,119.54,Card,Pune,BP001,54,Car,829,88.68,Leak,2187.37,15779.28
4/8/2024,Petrol,544,96.27,Card,Mumbai,BP002,28,Truck,2463,74.63,Motor Fault,115.32,52370.88
1/25/2024,CNG,375,93.91,UPI,Nashik,BP003,28,Car,3588,80.7,Leak,1734.04,35216.25
2/22/2024,Petrol,464,96.11,UPI,Nagpur,BP003,30,Truck,2990,75.32,None,3494.91,44595.04
5/30/2024,Petrol,538,113.07,UPI,Nagpur,BP003,31,Truck,640,78.85,Leak,450.52,60831.66
5/23/2024,Petrol,403,102.77,UPI,Mumbai,BP002,25,Bike,2973,88.46,Leak,4441.67,41416.31
2/26/2024,CNG,238,106.96,Cash,Aurangabad,BP001,42,Car,4403,81.26,Motor Fault,4547.5,25456.48
2/8/2024,CNG,452,90.63,UPI,Aurangabad,BP004,35,Truck,949,81.82,Motor Fault,524.95,40964.76
4/18/2024,Petrol,378,91.03,Card,Nagpur,BP002,61,Car,2325,86.19,Sensor Error,4953.66,34409.34
6/29/2024,Petrol,468,103.37,Cash,Mumbai,BP003,61,Bike,4946,72.62,Motor Fault,1487.65,48377.16
2/11/2024,CNG,178,114.5,Card,Mumbai,BP001,35,Bike,1369,92.16,Leak,420.51,20381
7/4/2024,CNG,581,116.56,UPI,Mumbai,BP004,27,Bike,4064,82.05,None,25.34,67721.36
8/10/2024,Petrol,96,92.6,Cash,Nashik,BP004,24,Bike,4159,84.41,Motor Fault,2042.61,8889.6
5/1/2024,Petrol,271,106.15,UPI,Aurangabad,BP002,61,Auto,4102,99.23,Sensor Error,3149.05,28766.65
5/12/2024,Petrol,474,117.4,Cash,Aurangabad,BP002,31,Truck,892,80.33,Sensor Error,1660.9,55647.6
6/11/2024,Diesel,423,101.64,Card,Nashik,BP004,32,Auto,1341,89.45,Leak,4183.59,42993.72
8/2/2024,CNG,599,114.89,UPI,Pune,BP004,33,Bike,2948,81.78,Motor Fault,3583.03,68819.11
8/8/2024,Diesel,233,94.01,UPI,Nashik,BP003,19,Truck,3291,96.83,Motor Fault,1750.81,21904.33
8/22/2024,CNG,573,118.06,Cash,Mumbai,BP004,47,Truck,3453,95.4,Sensor Error,3671.55,67648.38
11/26/2024,CNG,557,112.54,Cash,Nashik,BP002,47,Car,1858,77.25,Motor Fault,4702.44,62684.78
5/25/2024,CNG,224,118.24,UPI,Mumbai,BP001,35,Bike,1490,90.75,Leak,465.48,26485.76
8/26/2024,CNG,331,110.3,Cash,Nagpur,BP003,48,Auto,1538,71.96,None,1530.52,36509.3
3/16/2024,CNG,374,100.9,UPI,Mumbai,BP003,61,Car,527,98.9,Leak,2316.63,37736.6
1/9/2024,CNG,155,118.15,Cash,Aurangabad,BP004,30,Truck,887,80.47,Motor Fault,2489.95,18313.25
3/14/2024,CNG,88,98.27,Card,Nashik,BP001,37,Auto,1332,94.96,Leak,2710.98,8647.76
9/9/2024,Diesel,121,99.97,Cash,Mumbai,BP003,52,Bike,749,79.55,Low Pressure,1503.13,12096.37
8/17/2024,Petrol,372,111.02,Card,Pune,BP002,40,Auto,2527,88.98,Low Pressure,3336.3,41299.44
1/7/2024,Petrol,596,112.96,Cash,Nagpur,BP004,59,Auto,2028,99.51,Motor Fault,3225.42,67324.16
6/22/2024,Diesel,374,117.88,Cash,Pune,BP002,50,Auto,4693,96.3,Motor Fault,2889.11,44087.12
5/20/2024,Diesel,571,96.14,UPI,Pune,BP004,55,Car,2338,74.81,None,568.81,54895.94
6/16/2024,Diesel,260,113.94,Cash,Pune,BP003,52,Truck,1860,86.42,Leak,2384.84,29624.4
6/18/2024,Diesel,362,112.16,Cash,Nagpur,BP004,53,Auto,3609,80.46,None,1781.13,40601.92
10/9/2024,CNG,42,91.91,Card,Nagpur,BP001,37,Truck,1823,83.03,Motor Fault,2455.19,3860.22
5/1/2024,Petrol,245,101.62,Cash,Nagpur,BP002,20,Car,2726,80.06,Motor Fault,4609.33,24896.9
7/12/2024,CNG,79,98.48,UPI,Nagpur,BP001,25,Bike,4180,80.08,Sensor Error,2402.66,7779.92
1/5/2024,Petrol,98,99.13,Card,Pune,BP002,57,Bike,1391,86.28,None,69.9,9714.74
1/29/2024,Petrol,546,119.49,UPI,Aurangabad,BP002,49,Auto,1805,75.76,Motor Fault,2194.18,65241.54
6/13/2024,Diesel,161,109.28,UPI,Aurangabad,BP004,46,Car,4692,86.12,Low Pressure,4103.24,17594.08
12/4/2024,CNG,518,111.53,UPI,Nagpur,BP003,24,Bike,761,78.37,Sensor Error,3900.3,57772.54
5/15/2024,Diesel,135,119.3,UPI,Nashik,BP003,19,Car,2840,78.67,Leak,2566.95,16105.5
12/30/2024,CNG,453,101.32,Card,Mumbai,BP001,38,Car,2293,92.16,Sensor Error,1248.85,45897.96
11/16/2024,Petrol,274,114.06,Cash,Nashik,BP004,23,Auto,2796,70.89,Leak,2325.44,31252.44
12/7/2024,Diesel,101,103.04,UPI,Nashik,BP003,45,Auto,2792,81.43,Low Pressure,2818.51,10407.04
5/24/2024,Diesel,295,116.09,Card,Nashik,BP002,59,Car,2670,82.23,Leak,4999.36,34246.55
11/22/2024,Petrol,387,95.42,UPI,Aurangabad,BP002,53,Car,824,84.55,None,3220.89,36927.54
8/4/2024,Petrol,163,118.43,Cash,Mumbai,BP004,49,Auto,1485,90.07,Leak,3471.32,19304.09
10/27/2024,Petrol,521,96.56,Card,Nashik,BP001,62,Car,4352,81.09,Leak,2457.27,50307.76
5/11/2024,Diesel,356,99.79,Card,Nagpur,BP004,59,Auto,2239,76.39,Sensor Error,1772.45,35525.24
10/18/2024,CNG,543,112.69,Cash,Aurangabad,BP001,63,Truck,2360,96.55,Low Pressure,4064.76,61190.67
3/10/2024,Diesel,87,101.81,Card,Nagpur,BP004,26,Car,3637,99.43,Leak,2474.66,8857.47
9/8/2024,CNG,448,108.25,Cash,Nagpur,BP002,28,Auto,4398,70.6,None,4973.45,48496
10/1/2024,Diesel,175,103.34,Card,Nashik,BP004,40,Car,1335,86.39,Sensor Error,2285.6,18084.5
12/29/2024,Diesel,240,112.27,Card,Nagpur,BP003,28,Auto,4654,80.25,Low Pressure,340,26944.8
6/30/2024,Petrol,289,96.85,Cash,Mumbai,BP003,19,Car,3278,78.31,Low Pressure,3412.89,27989.65
6/15/2024,CNG,353,91.75,Cash,Nagpur,BP004,20,Bike,1896,80.07,Motor Fault,233.21,32387.75
3/31/2024,Diesel,407,99,Card,Nashik,BP001,28,Bike,2176,89.17,None,1252.51,40293
7/20/2024,Diesel,468,104.23,Card,Nagpur,BP001,52,Car,4831,75.72,Sensor Error,1768.69,48779.64
12/11/2024,Petrol,519,95.04,Cash,Aurangabad,BP002,32,Bike,4813,97.39,Sensor Error,3697.42,49325.76
1/19/2024,Petrol,353,100.64,Cash,Aurangabad,BP002,60,Car,2337,83.98,None,2471.18,35525.92
2/8/2024,CNG,539,102,Card,Aurangabad,BP001,28,Car,4221,79.77,Low Pressure,143.23,54978
5/5/2024,Diesel,394,91.72,Card,Pune,BP004,48,Truck,4172,92.97,Leak,3084.25,36137.68
6/21/2024,CNG,524,107.5,Card,Aurangabad,BP002,45,Truck,3522,70.49,None,2057.18,56330
5/20/2024,Diesel,250,116.53,Cash,Aurangabad,BP001,45,Bike,2171,82.96,Sensor Error,4609.17,29132.5
8/29/2024,CNG,83,94.55,Card,Pune,BP001,49,Truck,1416,80.66,None,2497.81,7847.65
8/7/2024,Petrol,580,107.93,UPI,Aurangabad,BP004,42,Truck,1417,80.15,Low Pressure,3544.88,62599.4
5/5/2024,Diesel,131,109.94,Cash,Nashik,BP003,37,Car,1633,80.11,Motor Fault,1094.34,14402.14
2/27/2024,CNG,304,102.58,Card,Aurangabad,BP001,45,Auto,2336,70.94,Motor Fault,3804.87,31184.32
5/27/2024,Petrol,259,111.03,Cash,Aurangabad,BP002,42,Car,2638,74.56,Leak,3604.78,28756.77
11/12/2024,Petrol,481,102.32,UPI,Pune,BP004,28,Truck,4507,74.26,Leak,4520.41,49215.92
12/26/2024,CNG,440,105.14,Cash,Nashik,BP004,36,Car,2405,99.66,Low Pressure,169.11,46261.6
1/1/2024,Diesel,439,90.22,Card,Nagpur,BP004,45,Bike,4489,70.66,Leak,2237.5,39606.58
12/13/2024,Diesel,529,110.75,UPI,Mumbai,BP003,18,Auto,3985,75.01,Motor Fault,3395.78,58586.75
7/8/2024,Petrol,524,109.84,UPI,Nashik,BP003,22,Truck,2620,99.23,Low Pressure,475.82,57556.16
7/9/2024,Diesel,509,91.15,Card,Nagpur,BP002,27,Truck,3232,88.85,Low Pressure,2053.02,46395.35
11/7/2024,Diesel,484,101.05,Card,Nashik,BP002,59,Car,3269,83.52,Low Pressure,4710.73,48908.2
4/26/2024,Diesel,308,119.37,Card,Nagpur,BP004,63,Car,1821,72.36,None,2179.67,36765.96
5/13/2024,Petrol,306,102.62,Cash,Nagpur,BP002,51,Car,4216,90.09,Leak,4927.02,31401.72
2/27/2024,CNG,93,105.06,Cash,Nashik,BP001,53,Car,3854,74.13,Sensor Error,284.2,9770.58
2/13/2024,Diesel,567,117.3,Cash,Pune,BP003,19,Truck,2028,90.14,Motor Fault,3589.15,66509.1
6/21/2024,Petrol,559,111.52,Card,Nashik,BP004,35,Car,1259,99.38,Leak,2905.08,62339.68
6/8/2024,Petrol,98,107.46,Card,Nashik,BP004,30,Truck,3912,85.96,Motor Fault,2502.7,10531.08
6/21/2024,CNG,79,113.93,Cash,Nagpur,BP001,22,Car,1857,76.42,Leak,4854.24,9000.47
11/12/2024,Diesel,276,115.93,UPI,Mumbai,BP001,37,Auto,2690,88.76,Sensor Error,648.25,31996.68
10/29/2024,Diesel,425,103.71,Cash,Nagpur,BP001,19,Auto,3981,85.39,Motor Fault,4479.99,44076.75
5/28/2024,CNG,339,104.25,UPI,Aurangabad,BP001,28,Car,1448,85.99,Sensor Error,3456.2,35340.75
3/20/2024,CNG,434,101.58,Card,Nashik,BP004,47,Car,2579,84.34,Motor Fault,1294.98,44085.72
7/31/2024,Petrol,246,119,Card,Nashik,BP003,49,Bike,2266,90.21,None,4508.35,29274
7/21/2024,Petrol,375,110.91,Cash,Pune,BP003,49,Auto,527,87.16,None,2146.47,41591.25
9/8/2024,CNG,553,92.5,Cash,Nagpur,BP001,55,Truck,2970,99.61,Motor Fault,4071.14,51152.5
8/16/2024,Diesel,217,115.89,Card,Pune,BP002,45,Auto,3038,94.78,Motor Fault,1944.18,25148.13
6/12/2024,Petrol,435,104.42,Cash,Nashik,BP004,27,Truck,659,77.94,Sensor Error,4254.65,45422.7
8/14/2024,Petrol,410,92.06,Card,Nagpur,BP003,39,Car,3392,91.77,Low Pressure,3183.15,37744.6
5/26/2024,Diesel,357,106.49,Card,Nagpur,BP001,34,Auto,4613,76.43,Motor Fault,705.23,38016.93
1/20/2024,Petrol,408,102.51,UPI,Aurangabad,BP002,39,Auto,4222,93.47,Leak,3248.32,41824.08
2/16/2024,Diesel,423,116.33,Cash,Aurangabad,BP002,60,Bike,4231,74.43,Leak,956.72,49207.59
8/20/2024,Diesel,101,96.12,Card,Mumbai,BP001,36,Bike,2971,84.21,Leak,2059.61,9708.12
10/31/2024,Diesel,544,114.79,Cash,Aurangabad,BP004,34,Auto,2070,93.72,None,851.48,62445.76
1/14/2024,CNG,278,106.73,UPI,Nagpur,BP003,41,Auto,1336,78.4,Sensor Error,110.08,29670.94
5/22/2024,CNG,234,91.64,UPI,Aurangabad,BP002,53,Auto,4438,95.11,None,1059.43,21443.76
1/1/2024,CNG,261,119.16,Cash,Mumbai,BP003,49,Truck,2786,89.32,Leak,2681.86,31100.76
2/23/2024,Diesel,100,105.38,Cash,Nashik,BP003,63,Car,3905,81.93,Motor Fault,2407.8,10538
9/15/2024,Diesel,168,98.73,Card,Aurangabad,BP002,53,Bike,3170,82.7,Leak,2507.49,16586.64
5/23/2024,CNG,195,104.08,UPI,Nagpur,BP001,45,Car,4612,97.78,Motor Fault,1238.43,20295.6
1/12/2024,Petrol,417,115.74,UPI,Nashik,BP002,31,Bike,4855,76.53,Sensor Error,3425.81,48263.58
11/25/2024,Diesel,476,99.15,UPI,Nagpur,BP002,53,Bike,2127,90.8,Low Pressure,3521.32,47195.4
8/11/2024,Petrol,246,95.78,Cash,Nashik,BP004,23,Bike,2366,91.22,Motor Fault,1789.84,23561.88
9/28/2024,Petrol,427,93.87,Card,Nagpur,BP003,26,Auto,704,97.67,None,4405.85,40082.49
12/23/2024,Diesel,519,98.94,Cash,Aurangabad,BP001,38,Bike,4079,91.39,Leak,3220.12,51349.86
6/4/2024,Diesel,379,113.4,Cash,Aurangabad,BP003,29,Car,3674,87.53,Leak,3565.2,42978.6
1/8/2024,Petrol,379,104.15,Cash,Mumbai,BP002,47,Bike,1291,97.08,Leak,1386.7,39472.85
5/1/2024,Petrol,243,96.82,Card,Nashik,BP001,48,Car,4592,94.87,Motor Fault,3.06,23527.26
12/13/2024,CNG,200,94.99,Cash,Mumbai,BP001,57,Bike,4247,91.5,Sensor Error,4326.88,18998
6/12/2024,CNG,579,99.98,UPI,Pune,BP001,21,Bike,1605,70.98,Motor Fault,4112.12,57888.42
3/30/2024,Diesel,431,118.2,UPI,Aurangabad,BP001,48,Auto,1590,81.21,None,615.96,50944.2
5/15/2024,CNG,573,100.29,UPI,Nashik,BP004,44,Car,2107,88.96,Leak,1870.53,57466.17
7/4/2024,CNG,109,119.64,Card,Mumbai,BP001,42,Bike,2339,85.67,Motor Fault,3306.7,13040.76
11/11/2024,CNG,444,104.56,Cash,Mumbai,BP002,22,Bike,3897,79.58,Leak,3260.55,46424.64
6/26/2024,CNG,556,95.37,Card,Pune,BP004,23,Car,566,74.33,None,4301.75,53025.72
1/28/2024,Petrol,159,116.73,Cash,Mumbai,BP002,22,Bike,1778,86.59,Low Pressure,701.34,18560.07
8/7/2024,Diesel,256,103.81,UPI,Nagpur,BP002,44,Truck,4658,78.58,Low Pressure,2149.7,26575.36
12/22/2024,CNG,95,111.29,Cash,Aurangabad,BP003,25,Auto,1313,76.99,Low Pressure,486.12,10572.55
2/10/2024,Petrol,405,119.51,Cash,Mumbai,BP001,26,Car,902,81.97,Leak,1947.98,48401.55
8/15/2024,Petrol,543,91.51,Cash,Mumbai,BP001,32,Auto,2502,93.56,Motor Fault,75.54,49689.93
7/10/2024,Petrol,494,92.9,Card,Pune,BP002,53,Truck,4666,84.64,Leak,4491.37,45892.6
5/24/2024,CNG,143,111.61,Cash,Nagpur,BP001,58,Truck,3425,76.49,Sensor Error,2635.22,15960.23
7/19/2024,CNG,116,98.45,Cash,Mumbai,BP004,24,Truck,3493,73.51,Motor Fault,4249.01,11420.2
7/30/2024,Diesel,269,95.53,Cash,Aurangabad,BP003,49,Car,1586,84.97,None,299.52,25697.57
8/7/2024,CNG,297,91.18,Card,Aurangabad,BP001,25,Truck,4840,93.83,Low Pressure,1137.29,27080.46
8/27/2024,CNG,303,90.66,Card,Mumbai,BP001,64,Car,3066,89.58,Motor Fault,1296.9,27469.98
